"Story","Title","Result","Date","Stability","Duration (s)"
"User registration to the Americanas application","As a client,  I need to register myself as a new user to the Americanas application","ERROR","2020-05-20T23:13:18.577728-03:00[America/Fortaleza]","0.0","2.98"
