"Story","Title","Result","Date","Stability","Duration (s)"
"User registration to the Americanas application","As a client,  I need to register myself as a new user to the Americanas application","PENDING","2020-05-20T23:04:38.516512-03:00[America/Fortaleza]","0.0","0.15"
