"Story","Title","Result","Date","Stability","Duration (s)"
"User registration to the Americanas application","As a client,  I need to register myself as a new user to the Americanas application","ERROR","2020-05-21T21:43:57.895538-03:00[America/Fortaleza]","0.0","35.15"
